"Date","Price","Open","High","Low","Vol.","Change %"
"May 15, 2017","5,501.40","5,480.29","5,503.58","5,471.89","-","0.40%"
"May 12, 2017","5,479.58","5,449.65","5,481.17","5,437.88","-","0.53%"
"May 11, 2017","5,450.80","5,452.20","5,465.17","5,437.03","-","-0.17%"
"May 10, 2017","5,459.83","5,454.19","5,463.17","5,445.99","-","0.13%"
"May 09, 2017","5,452.84","5,464.79","5,465.41","5,440.43","-","-0.32%"
"May 08, 2017","5,470.47","5,469.22","5,497.09","5,463.85","-","0.16%"
"May 05, 2017","5,461.90","5,437.84","5,468.71","5,422.38","-","0.65%"
"May 04, 2017","5,426.48","5,383.39","5,441.42","5,375.22","-","0.54%"
"May 03, 2017","5,397.27","5,416.17","5,416.29","5,383.55","-","-0.13%"
"May 02, 2017","5,404.18","5,373.30","5,413.34","5,372.94","-","0.47%"
"May 01, 2017","5,379.03","5,368.08","5,383.30","5,362.66","-","0.28%"
"Apr 28, 2017","5,364.08","5,369.40","5,384.50","5,363.01","-","-0.10%"
"Apr 27, 2017","5,369.54","5,383.13","5,389.91","5,362.36","-","-0.12%"
"Apr 26, 2017","5,376.02","5,373.76","5,389.52","5,363.74","-","0.17%"
"Apr 25, 2017","5,366.94","5,339.27","5,372.42","5,339.27","-","0.58%"
"Apr 24, 2017","5,335.88","5,246.97","5,340.93","5,232.88","-","2.55%"
"Apr 21, 2017","5,203.41","5,204.85","5,219.12","5,197.84","-","-0.16%"
"Apr 20, 2017","5,211.57","5,185.02","5,216.00","5,183.95","-","0.51%"
"Apr 19, 2017","5,185.15","5,191.32","5,197.44","5,179.96","-","0.03%"
"Apr 18, 2017","5,183.55","5,212.26","5,214.39","5,171.17","-","-0.72%"
"Apr 17, 2017","5,220.96","5,194.93","5,223.14","5,194.67","-","0.56%"
"Apr 14, 2017","5,191.89","5,192.06","5,193.40","5,187.01","-","-0.13%"
"Apr 13, 2017","5,198.41","5,225.80","5,228.35","5,191.90","-","-0.30%"
"Apr 12, 2017","5,214.02","5,208.56","5,231.98","5,198.66","-","-0.09%"
"Apr 11, 2017","5,218.62","5,197.15","5,219.19","5,186.24","-","0.39%"
"Apr 10, 2017","5,198.57","5,190.18","5,203.07","5,182.56","-","0.04%"
"Apr 07, 2017","5,196.49","5,198.09","5,206.02","5,179.85","-","-0.01%"
"Apr 06, 2017","5,197.00","5,214.51","5,216.68","5,164.94","-","-0.25%"
"Apr 05, 2017","5,210.15","5,216.50","5,226.16","5,199.16","-","-0.05%"
"Apr 04, 2017","5,212.67","5,216.25","5,216.85","5,198.15","-","0.04%"
"Apr 03, 2017","5,210.82","5,229.42","5,241.77","5,209.59","-","-0.39%"
"Mar 31, 2017","5,230.98","5,236.88","5,246.85","5,205.09","-","-0.48%"
"Mar 30, 2017","5,256.36","5,259.10","5,260.28","5,236.16","-","0.05%"
"Mar 29, 2017","5,253.87","5,244.18","5,262.75","5,241.46","-","-0.37%"
"Mar 28, 2017","5,273.34","5,224.11","5,273.34","5,223.72","-","0.79%"
"Mar 27, 2017","5,231.79","5,246.80","5,246.80","5,211.06","-","0.02%"
"Mar 24, 2017","5,231.00","5,215.21","5,240.22","5,215.12","-","0.27%"
"Mar 23, 2017","5,216.95","5,188.65","5,219.57","5,180.79","-","0.46%"
"Mar 22, 2017","5,192.83","5,239.36","5,239.36","5,165.08","-","-0.86%"
"Mar 21, 2017","5,237.97","5,229.86","5,264.39","5,224.37","-","0.07%"
"Mar 20, 2017","5,234.33","5,234.04","5,248.72","5,226.84","-","0.02%"
"Mar 17, 2017","5,233.34","5,226.83","5,240.45","5,212.09","-","0.14%"
"Mar 16, 2017","5,226.19","5,186.84","5,227.83","5,180.70","-","1.65%"
"Mar 15, 2017","5,141.22","5,121.08","5,191.50","5,113.52","-","0.20%"
"Mar 14, 2017","5,130.71","5,143.68","5,144.41","5,116.77","-","-0.41%"
"Mar 13, 2017","5,151.65","5,131.14","5,156.42","5,128.11","-","0.48%"
"Mar 10, 2017","5,127.24","5,077.88","5,139.80","5,076.88","-","0.92%"
"Mar 09, 2017","5,080.53","5,071.66","5,090.54","5,059.44","-","0.12%"
"Mar 08, 2017","5,074.23","5,090.20","5,092.72","5,068.97","-","-0.37%"
"Mar 07, 2017","5,092.88","5,098.80","5,109.34","5,081.97","-","-0.27%"
"Mar 06, 2017","5,106.46","5,123.27","5,128.62","5,096.14","-","0.01%"
"Mar 03, 2017","5,105.77","5,102.29","5,128.14","5,080.30","-","-0.07%"
"Mar 02, 2017","5,109.25","5,112.33","5,127.33","5,096.33","-","-0.05%"
"Mar 01, 2017","5,111.73","5,061.54","5,121.34","5,055.52","-","0.41%"
"Feb 28, 2017","5,090.84","5,065.08","5,093.19","5,061.57","-","0.20%"
"Feb 27, 2017","5,080.57","5,078.71","5,087.09","5,056.86","-","-0.05%"
"Feb 24, 2017","5,082.98","5,117.48","5,118.33","5,070.91","-","-0.76%"
"Feb 23, 2017","5,122.13","5,102.47","5,127.06","5,090.72","-","0.45%"
"Feb 22, 2017","5,099.00","5,088.08","5,110.95","5,083.55","-","0.22%"
"Feb 21, 2017","5,087.64","5,089.22","5,094.66","5,070.30","-","-0.08%"
"Feb 20, 2017","5,091.87","5,085.50","5,099.72","5,076.41","-","0.04%"
"Feb 17, 2017","5,089.95","5,102.87","5,103.33","5,072.22","-","-0.25%"
"Feb 16, 2017","5,102.75","5,080.80","5,106.82","5,080.80","-","0.66%"
"Feb 15, 2017","5,069.23","5,045.19","5,086.87","5,043.77","-","0.64%"
"Feb 14, 2017","5,037.07","5,070.86","5,077.77","5,034.41","-","-0.64%"
"Feb 13, 2017","5,069.27","5,048.54","5,079.06","5,043.66","-","0.45%"
"Feb 10, 2017","5,046.53","5,019.28","5,061.90","5,018.68","-","0.41%"
"Feb 09, 2017","5,026.00","5,032.14","5,033.28","5,008.98","-","-0.19%"
"Feb 08, 2017","5,035.60","5,008.12","5,036.85","5,004.01","-","0.59%"
"Feb 07, 2017","5,006.04","5,025.74","5,025.88","4,990.29","-","-0.18%"
"Feb 06, 2017","5,014.92","5,041.30","5,055.14","5,011.57","-","-0.64%"
"Feb 03, 2017","5,047.42","5,015.84","5,052.46","5,010.76","-","0.31%"
"Feb 02, 2017","5,031.71","5,030.72","5,047.21","5,016.31","-","0.12%"
"Feb 01, 2017","5,025.69","5,015.12","5,047.08","5,000.59","-","0.13%"
"Jan 31, 2017","5,019.07","5,015.49","5,036.56","4,990.24","-","0.11%"
"Jan 30, 2017","5,013.35","5,049.28","5,053.28","4,997.03","-","-0.64%"
"Jan 27, 2017","5,045.77","5,043.69","5,054.68","5,030.18","-","0.13%"
"Jan 26, 2017","5,039.35","5,052.15","5,083.22","5,033.19","-","-0.12%"
"Jan 25, 2017","5,045.64","4,988.97","5,054.83","4,987.51","-","0.95%"
"Jan 24, 2017","4,998.19","5,008.17","5,008.43","4,979.44","-","0.10%"
"Jan 23, 2017","4,993.36","4,998.59","5,011.03","4,972.93","-","0.24%"
"Jan 20, 2017","4,981.28","4,975.72","5,002.12","4,962.87","-","0.43%"
"Jan 19, 2017","4,959.96","4,962.55","4,983.27","4,951.92","-","-0.74%"
"Jan 18, 2017","4,996.69","4,996.38","4,997.91","4,961.38","-","0.16%"
"Jan 17, 2017","4,988.58","4,967.94","5,000.29","4,955.51","-","0.33%"
"Jan 16, 2017","4,972.31","5,000.89","5,009.41","4,966.04","-","-0.65%"
"Jan 13, 2017","5,004.78","4,967.95","5,019.22","4,959.95","-","0.32%"
"Jan 12, 2017","4,988.60","4,984.32","5,010.88","4,966.97","-","1.12%"
"Jan 11, 2017","4,933.43","4,954.50","5,008.85","4,933.43","-","-0.67%"
"Jan 10, 2017","4,966.94","4,962.89","4,973.33","4,944.50","-","0.37%"
"Jan 09, 2017","4,948.80","4,942.23","4,962.66","4,928.64","-","-0.31%"
"Jan 06, 2017","4,964.17","4,988.27","4,994.83","4,941.07","-","-0.46%"
"Jan 05, 2017","4,987.06","4,924.93","4,991.97","4,923.44","-","1.35%"
"Jan 04, 2017","4,920.69","4,865.48","4,931.03","4,865.48","-","1.31%"
"Jan 03, 2017","4,857.13","4,862.72","4,883.64","4,849.41","-","-0.71%"
"Jan 02, 2017","4,891.97","4,866.50","4,891.97","4,854.46","-","0.30%"
"Dec 30, 2016","4,877.58","4,854.15","4,890.30","4,846.41","-","0.52%"
"Dec 29, 2016","4,852.36","4,845.01","4,855.08","4,834.77","-","0.37%"
"Dec 28, 2016","4,834.46","4,844.16","4,853.84","4,828.04","-","-0.14%"
"Dec 27, 2016","4,841.36","4,839.61","4,846.07","4,834.54","-","-0.03%"
"Dec 26, 2016","4,842.82","4,845.17","4,849.20","4,842.49","-","-0.11%"
"Dec 23, 2016","4,847.93","4,841.15","4,848.97","4,835.84","-","0.01%"
"Dec 22, 2016","4,847.36","4,844.94","4,853.75","4,837.23","-","0.02%"
"Dec 21, 2016","4,846.51","4,843.37","4,855.68","4,835.61","-","0.21%"
"Dec 20, 2016","4,836.32","4,837.15","4,847.91","4,824.01","-","-0.22%"
"Dec 19, 2016","4,847.09","4,845.55","4,860.59","4,834.06","-","0.36%"
"Dec 16, 2016","4,829.88","4,824.00","4,855.54","4,822.14","-","0.25%"
"Dec 15, 2016","4,817.61","4,842.49","4,847.16","4,802.50","-","-1.86%"
