"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 28, 2016","442.16","449.36","452.83","441.47","-","-1.55%"
"Jan 27, 2016","449.10","440.74","449.75","438.43","-","2.22%"
"Jan 26, 2016","439.33","418.82","439.73","418.03","-","4.65%"
"Jan 25, 2016","419.81","416.19","424.14","414.42","-","0.85%"
"Jan 22, 2016","416.26","411.28","420.83","408.60","-","1.35%"
"Jan 21, 2016","410.70","409.52","413.36","401.13","-","1.35%"
"Jan 20, 2016","405.22","402.82","408.47","397.34","-","-0.05%"
"Jan 19, 2016","405.41","418.79","424.46","403.56","-","-2.90%"
"Jan 18, 2016","417.52","419.26","421.24","416.56","-","-0.24%"
"Jan 15, 2016","418.52","424.07","432.10","416.77","-","-1.20%"
"Jan 14, 2016","423.62","438.89","440.20","421.40","-","-3.18%"
"Jan 13, 2016","437.52","437.69","445.91","432.19","-","-0.33%"
"Jan 12, 2016","438.99","449.25","451.19","432.25","-","-2.64%"
"Jan 11, 2016","450.91","468.67","470.34","449.30","-","-3.46%"
"Jan 08, 2016","467.08","480.82","481.17","459.94","-","-2.78%"
"Jan 07, 2016","480.44","472.61","484.90","470.15","-","2.35%"
"Jan 06, 2016","469.42","462.88","470.26","458.06","-","1.20%"
"Jan 05, 2016","463.85","461.59","466.27","461.40","-","0.77%"
"Jan 04, 2016","460.30","450.43","464.64","448.16","-","2.42%"
"Dec 31, 2015","449.44","450.54","451.76","447.30","-","-0.27%"
"Dec 30, 2015","450.65","457.74","457.82","447.97","-","-1.78%"
"Dec 29, 2015","458.80","460.89","464.25","457.66","-","-0.35%"
"Dec 28, 2015","460.41","469.84","470.30","459.69","-","-1.97%"
"Dec 25, 2015","469.67","469.12","470.51","469.04","-","0.19%"
"Dec 24, 2015","468.80","460.20","469.10","460.18","-","1.92%"
"Dec 23, 2015","459.99","450.79","460.21","450.43","-","2.06%"
"Dec 22, 2015","450.71","453.41","457.72","449.68","-","0.03%"
"Dec 21, 2015","450.58","444.44","454.87","443.20","-","1.18%"
"Dec 18, 2015","445.33","436.60","448.69","435.07","-","1.42%"
"Dec 17, 2015","439.08","458.94","460.22","437.85","-","-3.80%"
"Dec 16, 2015","456.42","441.20","457.37","440.54","-","3.55%"
