"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 17, 2017","589.91","586.28","590.34","585.91","-","0.61%"
"Apr 14, 2017","586.33","587.36","587.53","586.08","-","-0.18%"
"Apr 13, 2017","587.41","586.85","589.05","579.65","-","0.16%"
"Apr 12, 2017","586.46","591.06","595.73","585.41","-","-0.74%"
"Apr 11, 2017","590.84","588.56","596.29","587.17","-","0.42%"
"Apr 10, 2017","588.36","604.33","604.37","586.67","-","-2.71%"
"Apr 07, 2017","604.75","620.60","620.64","603.29","-","-2.57%"
"Apr 06, 2017","620.69","623.76","623.90","617.69","-","-0.55%"
"Apr 05, 2017","624.11","611.27","626.45","611.22","-","2.14%"
"Apr 04, 2017","611.01","607.66","611.55","604.93","-","0.60%"
"Apr 03, 2017","607.37","603.66","610.04","603.55","-","0.64%"
"Mar 31, 2017","603.48","610.91","613.47","603.18","-","-1.22%"
"Mar 30, 2017","610.95","605.42","614.56","605.29","-","0.93%"
"Mar 29, 2017","605.31","604.39","609.26","603.02","-","0.10%"
"Mar 28, 2017","604.70","600.13","606.61","599.95","-","0.78%"
"Mar 27, 2017","600.02","608.63","608.70","598.40","-","-1.37%"
"Mar 24, 2017","608.38","607.69","611.43","604.87","-","0.11%"
"Mar 23, 2017","607.71","607.31","612.66","604.23","-","0.09%"
"Mar 22, 2017","607.19","606.16","607.35","599.40","-","0.14%"
"Mar 21, 2017","606.35","607.04","617.49","606.04","-","-0.12%"
"Mar 20, 2017","607.07","602.31","609.23","600.42","-","0.86%"
"Mar 17, 2017","601.87","592.78","602.78","592.70","-","1.54%"
"Mar 16, 2017","592.76","576.28","595.77","576.08","-","3.02%"
"Mar 15, 2017","575.38","574.27","579.98","573.93","-","0.21%"
"Mar 14, 2017","574.18","576.19","580.54","571.12","-","-0.33%"
"Mar 13, 2017","576.07","569.79","576.49","567.63","-","1.08%"
"Mar 10, 2017","569.93","564.84","573.56","564.28","-","0.93%"
"Mar 09, 2017","564.70","585.30","585.46","564.19","-","-3.62%"
"Mar 08, 2017","585.91","588.87","588.99","584.73","-","-0.52%"
"Mar 07, 2017","588.96","596.13","596.24","586.86","-","-1.23%"
"Mar 06, 2017","596.32","596.39","602.20","595.28","-","0.04%"
"Mar 03, 2017","596.09","594.31","596.40","587.94","-","0.26%"
"Mar 02, 2017","594.53","600.33","604.66","594.12","-","-0.94%"
"Mar 01, 2017","600.18","594.05","600.69","593.43","-","1.03%"
"Feb 28, 2017","594.09","603.29","603.75","592.07","-","-1.56%"
"Feb 27, 2017","603.50","609.60","613.18","603.22","-","-1.00%"
"Feb 24, 2017","609.60","619.88","619.98","608.16","-","-1.69%"
"Feb 23, 2017","620.10","618.95","622.47","618.69","-","0.17%"
"Feb 22, 2017","619.03","625.18","626.25","614.33","-","-0.93%"
"Feb 21, 2017","624.84","618.43","625.35","617.54","-","1.06%"
"Feb 20, 2017","618.31","619.54","621.08","616.55","-","-0.21%"
"Feb 17, 2017","619.64","632.75","633.00","618.41","-","-2.08%"
"Feb 16, 2017","632.78","629.76","633.45","629.55","-","0.50%"
"Feb 15, 2017","629.63","631.99","633.76","627.92","-","-0.28%"
"Feb 14, 2017","631.38","631.72","634.00","629.05","-","-0.01%"
"Feb 13, 2017","631.47","629.86","636.27","629.86","-","0.24%"
"Feb 10, 2017","629.97","625.45","630.32","624.24","-","0.69%"
"Feb 09, 2017","625.64","625.58","628.38","621.66","-","0.02%"
"Feb 08, 2017","625.54","631.37","631.48","622.52","-","-0.95%"
"Feb 07, 2017","631.56","631.18","631.74","626.34","-","0.07%"
"Feb 06, 2017","631.14","635.73","638.40","630.15","-","-0.73%"
"Feb 03, 2017","635.79","628.10","637.12","627.69","-","1.27%"
"Feb 02, 2017","627.79","627.43","632.83","626.45","-","0.06%"
"Feb 01, 2017","627.39","626.06","628.13","624.38","-","0.20%"
"Jan 31, 2017","626.13","632.90","633.10","625.60","-","-1.08%"
"Jan 30, 2017","632.95","641.70","641.78","630.21","-","-1.41%"
"Jan 27, 2017","642.02","629.68","642.12","628.79","-","1.96%"
"Jan 26, 2017","629.67","627.04","629.89","625.58","-","0.34%"
"Jan 25, 2017","627.53","624.71","627.53","623.13","-","0.46%"
"Jan 24, 2017","624.68","614.24","624.80","614.24","-","1.68%"
"Jan 23, 2017","614.34","615.63","616.14","611.88","-","-0.17%"
"Jan 20, 2017","615.39","614.10","616.40","612.51","-","0.23%"
"Jan 19, 2017","613.95","620.24","621.55","610.26","-","-1.07%"
"Jan 18, 2017","620.62","622.79","626.16","619.54","-","-0.36%"
"Jan 17, 2017","622.84","621.12","623.91","620.70","-","0.25%"
"Jan 16, 2017","621.28","623.92","626.65","621.07","-","-0.43%"
"Jan 13, 2017","623.98","631.33","631.44","621.00","-","-1.20%"
"Jan 12, 2017","631.55","621.08","633.05","620.92","-","1.85%"
"Jan 11, 2017","620.06","627.85","628.34","619.54","-","-1.26%"
"Jan 10, 2017","627.98","624.68","629.95","623.79","-","0.52%"
"Jan 09, 2017","624.75","627.47","628.28","622.76","-","-0.46%"
"Jan 06, 2017","627.62","630.15","631.10","625.30","-","-0.38%"
"Jan 05, 2017","630.02","631.33","635.28","626.75","-","-0.16%"
"Jan 04, 2017","631.02","632.99","633.43","624.44","-","-0.36%"
"Jan 03, 2017","633.28","615.90","637.26","615.90","-","2.76%"
"Dec 30, 2016","616.26","614.86","617.62","610.18","-","0.27%"
"Dec 29, 2016","614.61","610.62","615.94","609.30","-","0.64%"
"Dec 28, 2016","610.71","597.58","613.51","597.57","-","2.20%"
"Dec 27, 2016","597.59","596.83","598.20","596.57","-","0.17%"
"Dec 26, 2016","596.58","595.99","597.43","595.98","-","0.09%"
"Dec 23, 2016","596.05","601.62","604.46","595.58","-","-0.92%"
"Dec 22, 2016","601.60","606.89","607.23","599.26","-","-0.90%"
"Dec 21, 2016","607.07","608.71","612.62","606.92","-","-0.28%"
"Dec 20, 2016","608.75","603.96","608.75","601.97","-","0.77%"
"Dec 19, 2016","604.11","608.27","609.06","603.89","-","-0.68%"
"Dec 16, 2016","608.25","607.51","611.14","607.10","-","0.15%"
"Dec 15, 2016","607.31","610.67","611.34","599.94","-","-0.75%"
"Dec 14, 2016","611.92","622.19","622.94","610.46","-","-1.63%"
"Dec 13, 2016","622.07","611.71","622.24","609.06","-","1.70%"
"Dec 12, 2016","611.68","597.61","614.21","597.52","-","2.45%"
"Dec 09, 2016","597.05","594.45","597.53","591.67","-","0.44%"
"Dec 08, 2016","594.42","580.23","594.54","579.94","-","2.54%"
"Dec 07, 2016","579.72","577.35","581.29","575.58","-","0.41%"
"Dec 06, 2016","577.34","578.10","582.67","575.87","-","-0.17%"
"Dec 05, 2016","578.31","567.52","578.31","567.04","-","1.84%"
"Dec 02, 2016","567.84","564.29","568.51","561.22","-","0.58%"
"Dec 01, 2016","564.56","555.44","566.40","555.43","-","1.72%"
"Nov 30, 2016","555.00","542.34","557.61","541.95","-","2.37%"
"Nov 29, 2016","542.14","551.31","551.48","542.14","-","-1.67%"
"Nov 28, 2016","551.32","550.28","551.95","546.80","-","0.15%"
"Nov 25, 2016","550.52","553.97","554.67","550.15","-","-0.66%"
"Nov 24, 2016","554.15","550.81","555.79","550.25","-","0.67%"
"Nov 23, 2016","550.47","549.60","552.04","546.49","-","0.19%"
"Nov 22, 2016","549.40","545.92","552.53","545.78","-","0.63%"
"Nov 21, 2016","545.95","535.97","547.38","535.97","-","1.88%"
"Nov 18, 2016","535.89","537.37","537.43","531.67","-","-0.35%"
"Nov 17, 2016","537.76","530.87","539.87","530.35","-","1.33%"
"Nov 16, 2016","530.71","526.75","532.14","526.74","-","0.82%"
"Nov 15, 2016","526.40","517.40","529.84","517.17","-","1.80%"
"Nov 14, 2016","517.08","522.60","523.90","514.77","-","-1.01%"
"Nov 11, 2016","522.35","535.37","536.37","521.74","-","-2.53%"
"Nov 10, 2016","535.89","534.05","549.49","533.68","-","0.41%"
"Nov 09, 2016","533.69","522.55","534.19","519.98","-","2.11%"
"Nov 08, 2016","522.67","519.37","524.15","519.27","-","0.66%"
"Nov 07, 2016","519.22","514.44","521.18","514.22","-","0.92%"
"Nov 04, 2016","514.49","519.98","520.05","511.42","-","-1.04%"
"Nov 03, 2016","519.88","522.65","523.35","519.83","-","-0.50%"
"Nov 02, 2016","522.47","533.57","533.59","521.81","-","-2.12%"
"Nov 01, 2016","533.76","530.67","535.46","530.61","-","0.58%"
"Oct 31, 2016","530.69","531.15","531.34","528.07","-","-0.10%"
"Oct 28, 2016","531.24","531.55","531.95","528.99","-","-0.07%"
"Oct 27, 2016","531.63","531.42","532.58","526.77","-","0.01%"
"Oct 26, 2016","531.57","536.11","536.15","528.79","-","-0.84%"
"Oct 25, 2016","536.06","532.14","538.71","532.08","-","0.74%"
"Oct 24, 2016","532.14","530.49","533.20","530.38","-","0.31%"
"Oct 21, 2016","530.47","531.04","531.63","528.56","-","-0.10%"
"Oct 20, 2016","530.99","534.16","534.33","530.99","-","-0.60%"
"Oct 19, 2016","534.21","532.13","535.29","531.91","-","0.43%"
"Oct 18, 2016","531.93","528.21","532.14","528.20","-","0.70%"
"Oct 17, 2016","528.21","530.03","530.15","525.63","-","-0.35%"
"Oct 14, 2016","530.06","528.53","531.83","528.36","-","0.35%"
"Oct 13, 2016","528.20","534.89","535.17","527.77","-","-1.29%"
"Oct 12, 2016","535.09","540.52","540.87","534.77","-","-1.01%"
"Oct 11, 2016","540.54","542.94","544.22","540.14","-","-0.45%"
"Oct 10, 2016","542.97","539.98","544.89","537.15","-","0.54%"
"Oct 07, 2016","540.07","538.82","542.37","536.36","-","0.25%"
"Oct 06, 2016","538.71","536.69","540.14","535.44","-","0.39%"
"Oct 05, 2016","536.62","539.80","540.15","533.74","-","-0.63%"
"Oct 04, 2016","540.04","540.12","542.02","538.99","-","-0.01%"
"Oct 03, 2016","540.08","540.08","540.08","540.08","-","1.18%"
"Sep 30, 2016","533.76","539.70","539.78","533.41","-","-1.10%"
"Sep 29, 2016","539.67","531.32","540.96","531.08","-","1.72%"
"Sep 28, 2016","530.57","527.97","532.37","527.37","-","0.54%"
"Sep 27, 2016","527.74","534.94","535.40","527.53","-","-1.41%"
